congress	chamber	committee	committee_short	year	date	hearing_title	hearing_id	witness	affiliation	opensectrets_industry	opensectrets_sector	category	subcategory	state_research	contrarian_organisation	contrarian	denialist
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-19	Legislative Proposals to Reduce Greenhouse Gas Emissions: An Overview	110hhrg56980	Ford West, President, The Fertilizer Institute	Fertilizer Institute	Chemical & Related Manufacturing	Misc Business	Carbon-intensive Industry	Manufacturing	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-19	Legislative Proposals to Reduce Greenhouse Gas Emissions: An Overview	110hhrg56980	John Felmy, Chief Economist, American Petroleum Institute	American Petroleum Institute	Oil & Gas	Energy & Natural Resources	Fossil Fuel Industry	Fossil Fuel Extraction	0	American Petroleum Institute	Contrarian	Other contrarian
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-19	Legislative Proposals to Reduce Greenhouse Gas Emissions: An Overview	110hhrg56980	Robert C.Baugh, Executive Director of AFL-CIO Industrial Union Council and Chair of AFL-CIO Energy Task Force	AFL-CIO	Industrial Unions	Labour	Non-Profit Organisations	Labour	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-19	Legislative Proposals to Reduce Greenhouse Gas Emissions: An Overview	110hhrg56980	Emily Figdor, Director, Federal Global Warming Program, Environment America	Environment America	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-19	Legislative Proposals to Reduce Greenhouse Gas Emissions: An Overview	110hhrg56980	Jason S. Grumet, Executive Director, National Commission on Energy Policy	Commission on Energy	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-19	Legislative Proposals to Reduce Greenhouse Gas Emissions: An Overview	110hhrg56980	Douglas Scott, Director, Illionois Environmental Protection Agency	Environmental Protection Agency	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-19	Legislative Proposals to Reduce Greenhouse Gas Emissions: An Overview	110hhrg56980	Randal Mullett, Vice President, Government Affairs, Con-way, Inc	Con-Way	Trucking	Transportation	Carbon-intensive Industry	Transportation	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-19	Legislative Proposals to Reduce Greenhouse Gas Emissions: An Overview	110hhrg56980	Paul N. Cicio, President, Industrial Energy Consumers of America \1\	Industrial Energy Consumers of America	Misc Manufacturing & Distributing	Misc Business	Carbon-intensive Industry	Manufacturing	0	industrial energy consumers of america	Contrarian	Other contrarian
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2007	2007-09-06	The Future of Coal Under Carbon Cap and Trade	110hhrg58149	Mr. Dave Freudenthal, Governor, Wyoming	Governor, Wyoming	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2007	2007-09-06	The Future of Coal Under Carbon Cap and Trade	110hhrg58149	Mr. Michael Morris, Chairman and CEO, American Electric Power	American Electric Power	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2007	2007-09-06	The Future of Coal Under Carbon Cap and Trade	110hhrg58149	Mr. Carl Bauer, Director, Department of Energy's National Energy Technology Laboratory	National Energy Technology Laboratory	Civil Servants/Public Officials	Other	Scientists	Government Scientists	1		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2007	2007-09-06	The Future of Coal Under Carbon Cap and Trade	110hhrg58149	Mr. David Hawkins, Director, Natural Resources Defense Council's Climate Center	Natural Resources Defense Council	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2007	2007-09-06	The Future of Coal Under Carbon Cap and Trade	110hhrg58149	Mr. Robert Sussman, Partner, Latham & Watkins, LLP	Latham & Watkins	Lawyers/Law Firms	Lawyers & Lobbyists	Business & Services	Lawyers & Lobbyists	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2007	2007-09-06	The Future of Coal Under Carbon Cap and Trade	110hhrg58149	Mr. Stuart Dalton, Director, Generation Sector, Electric Power Research Institute	Electric Power Research Institute	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2007	2007-04-26	Dangerous Climate Change	110hhrg57965	Dr. Judith A. Curry, Professor and Chair, School of Earth and Atmospheric Science, Georgia Institute of Technology	Georgia Institute of Technology	Education	Other	Scientists	Scientists	0		Contrarian	Denialist
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2007	2007-04-26	Dangerous Climate Change	110hhrg57965	Dr. Camille Parmesan, Associate Professor of Integrative Biology, University of Texas at Austin	University of Texas	Education	Other	Scientists	Scientists	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2007	2007-04-26	Dangerous Climate Change	110hhrg57965	Dr. Kristie L. Ebi, ESS, LLC and Lead author Human Health chapter, IPCC 4th Assessment, Working Group II	IPCC	International/Intergovernmental	Other	Other	International/Intergovernmental	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2007	2007-04-26	Dangerous Climate Change	110hhrg57965	Dr. John A. Helms, Professor Emeritus of Forestry, University of California, Berkeley, 2005 President, Society of American Foresters	University of California	Education	Other	Scientists	Scientists	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2007	2007-04-26	Dangerous Climate Change	110hhrg57965	Dr. James E. Hansen, Director, NASA's Goddard Institute for Space Studies	NASA	Civil Servants/Public Officials	Other	Scientists	Government Scientists	1		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2008	2008-07-22	An Update on the Science of Global Warming and Its Implications	110shrg88902	Burnett, Jason, Private Citizen, Former Associate Deputy Administrator, Environmental Protection Agency	Former Associate Deputy Administrator, Environmental Protection Agency	Retired	Other	Other	Individuals	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2008	2008-07-22	An Update on the Science of Global Warming and Its Implications	110shrg88902	Trenberth, Kevin E., Head, Climate Analysis Section, National Center For Atmospheric Research, Climate And Global Dynamics Division	National Center for Atmospheric Research	Civil Servants/Public Officials	Other	Scientists	Government Scientists	1		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2008	2008-07-22	An Update on the Science of Global Warming and Its Implications	110shrg88902	Spencer, Roy W., Principal Research Scientist, Earth System Science Center, University of Alabama, Huntsville	University of Alabama	Education	Other	Scientists	Scientists	0		Contrarian	Denialist
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-26	Hearing on Climate Change: Costs of Inaction	110hhrg57595	Lord Nicholas Stern of Brentford KT, FBA, IG Patel Professor of Economics and Government, London School of Economics and Political Science	London School of Economics and Political Science	Education	Other	Scientists	Scientists	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-26	Hearing on Climate Change: Costs of Inaction	110hhrg57595	Sherri W. Goodman, General Counsel, CNA, Executive Director, CNA Military Advisory Board	Cna Military Advisory Board	Civil Servants/Public Officials	Other	Scientists	Government Scientists	1		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-26	Hearing on Climate Change: Costs of Inaction	110hhrg57595	Anthony C. Janetos, Director, Joint Global Change Research Institute, Pacific Northwest National Laboratory, University of Maryland	University of Maryland	Education	Other	Scientists	Scientists	1		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-26	Hearing on Climate Change: Costs of Inaction	110hhrg57595	Jim Lyons, Vice President, Policy and Communications, Oxfam America	Oxfam America	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-26	Hearing on Climate Change: Costs of Inaction	110hhrg57595	Ross McKitrick, Associate Professor and Director of Graduate Studies, Department of Economics, University of Guelph	University of Guelph	Education	Other	Scientists	Scientists	0		Contrarian	Denialist
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-06-26	Hearing on Climate Change: Costs of Inaction	110hhrg57595	Roger A. Pielke, Sr., Senior Research Scientist (CIRES), Senior Research Associate (ATOC), University of Colorado, Boulder	University of Colorado	Education	Other	Scientists	Scientists	0		Contrarian	Denialist
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-02-13	The U.S. Climate Action Partnership Report	110shrg53824	Darbee, Peter A., Chairman, CEO and President, PG&E Corporation	PG&E Corporation	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-02-13	The U.S. Climate Action Partnership Report	110shrg53824	Holiday, Chad, Chairman and CEO, E.I. Dupont De Nemours and Company, Inc	Nemours	Chemical & Related Manufacturing	Misc Business	Carbon-intensive Industry	Manufacturing	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-02-13	The U.S. Climate Action Partnership Report	110shrg53824	Lash, Jonathan, President, World Resources Institute	World Resources Institute	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-02-13	The U.S. Climate Action Partnership Report	110shrg53824	Elbert, Stephen A., Vice Chairman, BP America, Inc	BP	Alternate energy production & services	Energy & Natural Resources	Alternative Energy	Alternative Energy	0		Other witness	Other witness
